6.346168823242187500e+02,3.256165771484375000e+02,4.200035333633422852e-02
6.245274047851562500e+02,3.266102600097656250e+02,8.183758705854415894e-02
6.168302612304687500e+02,3.283412170410156250e+02,9.983026981353759766e-02
6.068087768554687500e+02,3.332134704589843750e+02,1.890688985586166382e-01
6.056526489257812500e+02,3.348888244628906250e+02,1.718887090682983398e-01
6.050612792968750000e+02,3.343609313964843750e+02,1.666808575391769409e-01
6.051203002929687500e+02,3.361605224609375000e+02,1.481539458036422729e-01
6.349158935546875000e+02,3.097088012695312500e+02,1.387383192777633667e-01
6.041257324218750000e+02,3.335635681152343750e+02,1.066507324576377869e-01
5.755581054687500000e+02,3.347496337890625000e+02,2.043509632349014282e-01
5.637478637695312500e+02,3.381702270507812500e+02,2.507391870021820068e-01
5.528577270507812500e+02,3.375477905273437500e+02,2.411288619041442871e-01
5.337731323242187500e+02,3.416442871093750000e+02,2.796515822410583496e-01
5.341171875000000000e+02,3.407808227539062500e+02,2.383066415786743164e-01
5.319533081054687500e+02,3.437731323242187500e+02,2.097814083099365234e-01
5.317503051757812500e+02,3.434250793457031250e+02,2.320296615362167358e-01
5.322815551757812500e+02,3.439094848632812500e+02,2.334425002336502075e-01
5.311271362304687500e+02,3.432774963378906250e+02,2.060217261314392090e-01
5.312875976562500000e+02,3.430788269042968750e+02,2.499421983957290649e-01
5.301762695312500000e+02,3.408971557617187500e+02,4.113782942295074463e-01
5.294899902343750000e+02,3.398266906738281250e+02,3.708523809909820557e-01
5.276842651367187500e+02,3.373162536621093750e+02,3.450013995170593262e-01
5.233231811523437500e+02,3.355793151855468750e+02,3.283731043338775635e-01
4.890861206054687500e+02,3.209876403808593750e+02,2.439237236976623535e-01
4.792726135253906250e+02,3.221327819824218750e+02,2.486821264028549194e-01
4.398769836425781250e+02,3.356595153808593750e+02,8.891637623310089111e-02
4.076619567871093750e+02,3.417146911621093750e+02,1.809860169887542725e-01
3.919638977050781250e+02,3.473706054687500000e+02,2.104364931583404541e-01
3.515751647949218750e+02,3.484323120117187500e+02,3.530862033367156982e-01
3.435486755371093750e+02,3.485256347656250000e+02,3.359338343143463135e-01
3.408243713378906250e+02,3.499348144531250000e+02,3.605650365352630615e-01
3.369030456542968750e+02,3.526008911132812500e+02,2.804382145404815674e-01
3.367708129882812500e+02,3.532431335449218750e+02,2.463726401329040527e-01
3.369741210937500000e+02,3.526145629882812500e+02,2.232242822647094727e-01
3.360363464355468750e+02,3.511993103027343750e+02,1.278721690177917480e-01
3.370051269531250000e+02,3.517856445312500000e+02,1.484978049993515015e-01
3.350549316406250000e+02,3.493965148925781250e+02,3.330607116222381592e-01
3.352622375488281250e+02,3.487658081054687500e+02,3.836520016193389893e-01
3.342420654296875000e+02,3.482967529296875000e+02,3.256465792655944824e-01
3.127903137207031250e+02,3.357194519042968750e+02,2.713977396488189697e-01
3.011957397460937500e+02,3.323830261230468750e+02,2.362731546163558960e-01
2.908685302734375000e+02,3.304770507812500000e+02,2.225509434938430786e-01
2.307543640136718750e+02,3.362691040039062500e+02,9.757459163665771484e-02
2.165668945312500000e+02,3.436426086425781250e+02,1.295224428176879883e-01
2.010971832275390625e+02,3.473528442382812500e+02,1.845551133155822754e-01
1.465405426025390625e+02,3.471530761718750000e+02,3.319533467292785645e-01
1.412895050048828125e+02,3.465402526855468750e+02,3.364943563938140869e-01
1.394524688720703125e+02,3.490423889160156250e+02,3.606699705123901367e-01
1.332340850830078125e+02,3.522763671875000000e+02,2.666567564010620117e-01
1.332300109863281250e+02,3.528738403320312500e+02,2.880827486515045166e-01
1.327972564697265625e+02,3.506858825683593750e+02,2.107820957899093628e-01
1.329910278320312500e+02,3.508891906738281250e+02,1.246530711650848389e-01
1.327372741699218750e+02,3.498635559082031250e+02,1.504235863685607910e-01
1.318902435302734375e+02,3.486537780761718750e+02,3.352960944175720215e-01
1.314998779296875000e+02,3.470163269042968750e+02,3.312112390995025635e-01
1.308324127197265625e+02,3.457701416015625000e+02,3.031735420227050781e-01
1.154254150390625000e+02,3.347452392578125000e+02,2.689894437789916992e-01
1.062702713012695312e+02,3.304824523925781250e+02,2.339891642332077026e-01
9.805499267578125000e+01,3.267229003906250000e+02,2.207483798265457153e-01
5.583427810668945312e+01,3.249735412597656250e+02,1.373207122087478638e-01
5.583462905883789062e+01,3.249727783203125000e+02,1.372852474451065063e-01
4.442440414428710938e+01,3.283575134277343750e+02,1.161977201700210571e-01
4.326158142089843750e+01,3.419143981933593750e+02,1.248187497258186340e-01
4.396774673461914062e+01,3.413563842773437500e+02,1.113130673766136169e-01
4.094269943237304688e+01,3.374633789062500000e+02,1.673317849636077881e-01
3.726469802856445312e+01,3.352157592773437500e+02,1.660601794719696045e-01
3.458356857299804688e+01,3.325361633300781250e+02,1.499467939138412476e-01
