6.387869262695312500e+02,2.346388549804687500e+02
6.396259765625000000e+02,2.238175659179687500e+02
6.397047729492187500e+02,1.785419006347656250e+02
6.377837524414062500e+02,1.516555938720703125e+02
6.396106567382812500e+02,1.277162933349609375e+02
6.375966796875000000e+02,1.283060302734375000e+02
6.340917358398437500e+02,1.257826385498046875e+02
6.308983764648437500e+02,1.243135223388671875e+02
6.297321166992187500e+02,1.234836807250976562e+02
6.291051025390625000e+02,1.227218017578125000e+02
6.257727661132812500e+02,1.206144561767578125e+02
6.197449951171875000e+02,1.202766189575195312e+02
6.142611083984375000e+02,1.193695144653320312e+02
6.097772216796875000e+02,1.202481613159179688e+02
6.037839355468750000e+02,1.216454620361328125e+02
5.976525878906250000e+02,1.212442169189453125e+02
5.918361816406250000e+02,1.225483932495117188e+02
5.851044921875000000e+02,1.243277740478515625e+02
5.787601318359375000e+02,1.258754577636718750e+02
5.714155883789062500e+02,1.266291580200195312e+02
5.651617431640625000e+02,1.263353424072265625e+02
5.591633911132812500e+02,1.263648986816406250e+02
5.519764404296875000e+02,1.258042068481445312e+02
5.462514648437500000e+02,1.246867523193359375e+02
5.408248901367187500e+02,1.230097579956054688e+02
5.353454589843750000e+02,1.238030090332031250e+02
5.293444824218750000e+02,1.221054992675781250e+02
5.237371826171875000e+02,1.220755767822265625e+02
5.167554321289062500e+02,1.219079360961914062e+02
5.110241088867187500e+02,1.214831085205078125e+02
5.056900024414062500e+02,1.215322036743164062e+02
4.988826904296875000e+02,1.231419525146484375e+02
4.928208618164062500e+02,1.237695159912109375e+02
4.868323364257812500e+02,1.241075515747070312e+02
4.792149658203125000e+02,1.259912872314453125e+02
4.734650268554687500e+02,1.267226409912109375e+02
4.664192504882812500e+02,1.272251281738281250e+02
4.586288452148437500e+02,1.283289794921875000e+02
4.518439331054687500e+02,1.264363708496093750e+02
4.457493896484375000e+02,1.255904083251953125e+02
4.392535400390625000e+02,1.241923980712890625e+02
4.323930053710937500e+02,1.211848754882812500e+02
4.264611816406250000e+02,1.211056518554687500e+02
4.197829284667968750e+02,1.209095077514648438e+02
4.137885742187500000e+02,1.200543212890625000e+02
4.066023559570312500e+02,1.178846664428710938e+02
4.088981628417968750e+02,1.171683578491210938e+02
3.922000427246093750e+02,1.183452148437500000e+02
3.856002197265625000e+02,1.183673400878906250e+02
3.784893188476562500e+02,1.213811950683593750e+02
3.714676513671875000e+02,1.228393249511718750e+02
3.649693298339843750e+02,1.231588821411132812e+02
3.413219604492187500e+02,1.238951873779296875e+02
3.263598022460937500e+02,1.221912078857421875e+02
3.195252075195312500e+02,1.201073608398437500e+02
3.137524414062500000e+02,1.199244079589843750e+02
3.085318603515625000e+02,1.189128265380859375e+02
3.015389099121093750e+02,1.185280838012695312e+02
2.948333740234375000e+02,1.176488189697265625e+02
2.891225585937500000e+02,1.180086059570312500e+02
2.813709106445312500e+02,1.188182296752929688e+02
2.818811950683593750e+02,1.184095611572265625e+02
2.755906677246093750e+02,1.204482421875000000e+02
2.685180053710937500e+02,1.200516357421875000e+02
2.615883178710937500e+02,1.211729583740234375e+02
2.456697692871093750e+02,1.236291427612304688e+02
2.384492797851562500e+02,1.250233001708984375e+02
2.307196655273437500e+02,1.230081787109375000e+02
2.235593109130859375e+02,1.237068176269531250e+02
2.156178588867187500e+02,1.227572250366210938e+02
2.159633941650390625e+02,1.225535736083984375e+02
2.094818725585937500e+02,1.209676589965820312e+02
2.032584838867187500e+02,1.189783096313476562e+02
1.970965881347656250e+02,1.208407745361328125e+02
1.910412292480468750e+02,1.209706726074218750e+02
1.812810668945312500e+02,1.182646484375000000e+02
1.837751007080078125e+02,1.173971252441406250e+02
1.699008941650390625e+02,1.185226821899414062e+02
1.638564910888671875e+02,1.207026977539062500e+02
1.651057434082031250e+02,1.216752471923828125e+02
1.578941040039062500e+02,1.208720245361328125e+02
1.510063476562500000e+02,1.217760925292968750e+02
1.450921020507812500e+02,1.247804718017578125e+02
1.371263732910156250e+02,1.250518112182617188e+02
1.309010925292968750e+02,1.260599975585937500e+02
1.260891571044921875e+02,1.258090286254882812e+02
1.129477233886718750e+02,1.255733032226562500e+02
1.139920043945312500e+02,1.237754058837890625e+02
1.080254974365234375e+02,1.235784530639648438e+02
1.020305786132812500e+02,1.214473114013671875e+02
9.639076995849609375e+01,1.209611206054687500e+02
9.267058563232421875e+01,1.189017791748046875e+02
8.726840209960937500e+01,1.189180908203125000e+02
8.310453796386718750e+01,1.176589355468750000e+02
7.938671875000000000e+01,1.178587341308593750e+02
7.230015563964843750e+01,1.183514633178710938e+02
6.607821655273437500e+01,1.195460968017578125e+02
5.885976409912109375e+01,1.184967498779296875e+02
5.422921752929687500e+01,1.197867431640625000e+02
4.838454437255859375e+01,1.216040878295898438e+02
3.706649017333984375e+01,1.242629013061523438e+02
3.170413398742675781e+01,1.246823577880859375e+02
3.138079833984375000e+01,1.249548187255859375e+02
2.530791473388671875e+01,1.247182617187500000e+02
2.055728340148925781e+01,1.222527618408203125e+02
1.664530563354492188e+01,1.216524505615234375e+02
1.223047256469726562e+01,1.217275772094726562e+02
1.059941673278808594e+01,1.230373916625976562e+02
1.357676219940185547e+01,1.266207656860351562e+02
1.256618022918701172e+01,1.276514053344726562e+02
8.684458732604980469e+00,1.265912933349609375e+02
5.242585659027099609e+00,1.251444549560546875e+02
