6.378359375000000000e+02,2.898211059570312500e+02,5.755938589572906494e-02
6.377717285156250000e+02,1.902967529296875000e+02,1.860857009887695312e-02
6.378894653320312500e+02,2.931006774902343750e+02,5.408721044659614563e-02
6.341029052734375000e+02,1.897471008300781250e+02,2.214847505092620850e-02
6.375431518554687500e+02,2.915574645996093750e+02,5.611097067594528198e-02
6.341013793945312500e+02,1.885578460693359375e+02,1.929644867777824402e-02
6.379079589843750000e+02,2.908664245605468750e+02,6.782618165016174316e-02
6.319289550781250000e+02,1.879382171630859375e+02,7.254579570144414902e-03
6.378121948242187500e+02,2.903228759765625000e+02,7.275011390447616577e-02
6.358955078125000000e+02,2.260358734130859375e+02,1.162622123956680298e-02
6.373278198242187500e+02,2.917351989746093750e+02,5.191248282790184021e-02
6.376632080078125000e+02,2.909633789062500000e+02,4.685836285352706909e-02
6.361495971679687500e+02,2.909367675781250000e+02,5.914093554019927979e-02
6.332506713867187500e+02,2.859684143066406250e+02,4.258387908339500427e-02
6.265286865234375000e+02,2.840581359863281250e+02,3.827957436442375183e-02
6.165651245117187500e+02,2.830151367187500000e+02,8.448399603366851807e-02
6.165398559570312500e+02,2.830126953125000000e+02,8.452308923006057739e-02
6.037492675781250000e+02,2.863641052246093750e+02,1.375262588262557983e-01
5.942144775390625000e+02,2.884104614257812500e+02,1.692944616079330444e-01
5.831204223632812500e+02,2.910723266601562500e+02,2.102780789136886597e-01
5.734638671875000000e+02,2.905552062988281250e+02,2.595377266407012939e-01
5.683559570312500000e+02,2.890653381347656250e+02,2.414206266403198242e-01
5.632430419921875000e+02,2.917515563964843750e+02,2.352543920278549194e-01
5.611337280273437500e+02,2.943758544921875000e+02,2.989064157009124756e-01
5.578103027343750000e+02,2.967070312500000000e+02,3.063768446445465088e-01
5.574757080078125000e+02,2.967516479492187500e+02,2.987881600856781006e-01
5.559844970703125000e+02,2.994450683593750000e+02,3.041797280311584473e-01
5.558319091796875000e+02,3.004794311523437500e+02,3.304943144321441650e-01
5.559465942382812500e+02,2.998206481933593750e+02,2.715209722518920898e-01
5.559155883789062500e+02,2.999003906250000000e+02,2.792626917362213135e-01
5.549718017578125000e+02,3.003234863281250000e+02,2.524892985820770264e-01
5.554334716796875000e+02,3.009921875000000000e+02,2.516756355762481689e-01
5.552423706054687500e+02,3.000919799804687500e+02,2.272482663393020630e-01
5.671750488281250000e+02,2.825077209472656250e+02,9.675104171037673950e-02
5.578023071289062500e+02,2.890987854003906250e+02,7.270629703998565674e-02
5.554308471679687500e+02,2.975621337890625000e+02,1.190534532070159912e-01
