6.385695190429687500e+02,2.747614746093750000e+02
6.397003173828125000e+02,1.941325073242187500e+02
6.380692749023437500e+02,2.292735748291015625e+02
6.361287841796875000e+02,2.297646026611328125e+02
6.343474731445312500e+02,2.282152099609375000e+02
6.194598388671875000e+02,2.271147460937500000e+02
6.155059814453125000e+02,2.283652343750000000e+02
5.902733764648437500e+02,2.342569885253906250e+02
5.820773925781250000e+02,2.334789428710937500e+02
5.757822265625000000e+02,2.295777435302734375e+02
5.431297607421875000e+02,2.282840423583984375e+02
5.367595214843750000e+02,2.306589660644531250e+02
5.326533203125000000e+02,2.262568664550781250e+02
5.279033203125000000e+02,2.264939270019531250e+02
5.050617675781250000e+02,2.289662780761718750e+02
4.980600585937500000e+02,2.307451629638671875e+02
4.658043823242187500e+02,2.304928894042968750e+02
4.583734130859375000e+02,2.303628540039062500e+02
4.346340637207031250e+02,2.297195281982421875e+02
4.244793395996093750e+02,2.263714599609375000e+02
4.190651855468750000e+02,2.275190277099609375e+02
3.910134887695312500e+02,2.359411010742187500e+02
3.909319763183593750e+02,2.357073364257812500e+02
3.826791992187500000e+02,2.373856048583984375e+02
3.490317382812500000e+02,2.358447265625000000e+02
3.353450622558593750e+02,2.343307342529296875e+02
3.291924438476562500e+02,2.314824523925781250e+02
3.072166137695312500e+02,2.315128479003906250e+02
3.010277404785156250e+02,2.314845123291015625e+02
2.757456665039062500e+02,2.371629638671875000e+02
2.657720336914062500e+02,2.410941009521484375e+02
2.574337463378906250e+02,2.375427856445312500e+02
2.292546081542968750e+02,2.319693298339843750e+02
2.152524108886718750e+02,2.294773559570312500e+02
2.142380981445312500e+02,2.314143371582031250e+02
1.842607879638671875e+02,2.323542633056640625e+02
1.781294097900390625e+02,2.345099945068359375e+02
1.716825866699218750e+02,2.350219573974609375e+02
1.489995422363281250e+02,2.346856689453125000e+02
1.355228881835937500e+02,2.345230712890625000e+02
1.294658508300781250e+02,2.340050964355468750e+02
1.119897689819335938e+02,2.287748413085937500e+02
1.070271453857421875e+02,2.268992767333984375e+02
7.685555267333984375e+01,2.289592285156250000e+02
7.428900909423828125e+01,2.306851806640625000e+02
6.853960418701171875e+01,2.319275512695312500e+02
4.093616485595703125e+01,2.297417449951171875e+02
4.033292388916015625e+01,2.326009826660156250e+02
3.367696380615234375e+01,2.296679992675781250e+02
1.593189239501953125e+01,2.269092407226562500e+02
1.130154800415039062e+01,2.261474914550781250e+02
9.514666557312011719e+00,2.262109680175781250e+02
2.621286392211914062e+00,2.339727325439453125e+02
1.774470806121826172e+00,2.267035522460937500e+02
2.144284009933471680e+00,2.350563812255859375e+02
