6.397053833007812500e+02,2.834700012207031250e+02
6.395477905273437500e+02,2.769935302734375000e+02
6.354564208984375000e+02,1.676989135742187500e+02
6.331757812500000000e+02,1.676690368652343750e+02
6.314413452148437500e+02,1.652083435058593750e+02
6.155239868164062500e+02,1.613615417480468750e+02
6.112207031250000000e+02,1.592772064208984375e+02
6.068665771484375000e+02,1.580047607421875000e+02
5.863814697265625000e+02,1.600745849609375000e+02
5.807415771484375000e+02,1.624772338867187500e+02
5.749844970703125000e+02,1.632984008789062500e+02
5.493992919921875000e+02,1.666340026855468750e+02
5.419360351562500000e+02,1.651787109375000000e+02
5.359022827148437500e+02,1.635957031250000000e+02
5.105938720703125000e+02,1.582403106689453125e+02
5.037245483398437500e+02,1.582835235595703125e+02
4.980308532714843750e+02,1.573883361816406250e+02
4.746545410156250000e+02,1.607212829589843750e+02
4.685636596679687500e+02,1.621909484863281250e+02
4.612302246093750000e+02,1.647797546386718750e+02
4.303464660644531250e+02,1.677941894531250000e+02
4.240631713867187500e+02,1.661162109375000000e+02
4.162267761230468750e+02,1.644315643310546875e+02
3.917081604003906250e+02,1.560282897949218750e+02
3.918807678222656250e+02,1.561077270507812500e+02
3.805458374023437500e+02,1.567396850585937500e+02
3.460764465332031250e+02,1.627995910644531250e+02
3.393103637695312500e+02,1.637730407714843750e+02
3.181014404296875000e+02,1.664911804199218750e+02
3.103820800781250000e+02,1.661719970703125000e+02
3.022894897460937500e+02,1.659634704589843750e+02
2.964108276367187500e+02,1.635408172607421875e+02
2.657597045898437500e+02,1.545165710449218750e+02
2.660611572265625000e+02,1.545931243896484375e+02
2.395679626464843750e+02,1.600812072753906250e+02
2.289430694580078125e+02,1.618748168945312500e+02
2.240846252441406250e+02,1.636741027832031250e+02
1.952048950195312500e+02,1.648865966796875000e+02
1.888484802246093750e+02,1.634201049804687500e+02
1.812401885986328125e+02,1.627947387695312500e+02
1.579807434082031250e+02,1.555820159912109375e+02
1.529298553466796875e+02,1.552349243164062500e+02
1.459617004394531250e+02,1.555513916015625000e+02
1.218358154296875000e+02,1.606460418701171875e+02
1.168400650024414062e+02,1.624118347167968750e+02
9.163146972656250000e+01,1.622665557861328125e+02
8.639627075195312500e+01,1.621064453125000000e+02
8.259239959716796875e+01,1.606452941894531250e+02
6.351376342773437500e+01,1.560836486816406250e+02
5.825088500976562500e+01,1.555456542968750000e+02
5.527741241455078125e+01,1.559861297607421875e+02
3.623389053344726562e+01,1.581808166503906250e+02
3.067030715942382812e+01,1.594250946044921875e+02
2.627730560302734375e+01,1.596830291748046875e+02
1.051620864868164062e+01,1.606781311035156250e+02
8.105610847473144531e+00,1.610906066894531250e+02
6.496040821075439453e+00,1.612917480468750000e+02
7.729873657226562500e+00,1.619349060058593750e+02
